# position.dat
#
# Position data for simulation of WSN nodes
# Automatically generated with Python
# Version: 0.10, 2012-may-02
# Author: Marcus Lundén, SICS
# email: marcus.lunden@gmail.com
#
# Model used: Random Waypoint model
# Number of nodes: 5
# Time [s]: 3600.0 seconds
# Min speed [m/s]: 1.0
# Max speed [m/s]: 1.0
# Min pause time [s]: 0.5
# Max pause time [s]: 1.0
# Currently disregarding the first 5.0 seconds
# Resolution [s]: 0.7
# Maximum X-size [m]: 230.0
# Maximum Y-size [m]: 230.0
# Note that nodes index here start at zero due to Cooja input format.
#    However, the nodes are indexed >=1 in stats file.
#
#==========================================
5 0.0 45.5015044765 93.9096115719
1 0.0 168.742862882 221.019294192
2 0.0 108.862641628 91.7173224015
3 0.0 42.9441543868 220.160945189
4 0.0 166.703732424 165.736972377
5 0.7 45.647430805 94.5942322747
1 0.7 168.128376258 220.68402387
2 0.7 108.930455292 91.0206149256
3 0.7 43.5957856631 219.905256551
4 0.7 166.321494476 165.150547487
5 1.4 45.7933571336 95.2788529774
1 1.4 167.513889635 220.348753547
2 1.4 108.998268956 90.3239074497
3 1.4 44.2474169393 219.649567913
4 1.4 165.939256529 164.564122597
5 2.1 45.9392834621 95.9634736802
1 2.1 166.899403011 220.013483225
2 2.1 109.06608262 89.6271999737
3 2.1 44.8990482156 219.393879274
4 2.1 165.557018581 163.977697707
5 2.8 46.0852097907 96.648094383
1 2.8 166.284916387 219.678212902
2 2.8 109.133896284 88.9304924978
3 2.8 45.5506794919 219.138190636
4 2.8 165.174780633 163.391272817
5 3.5 46.2311361192 97.3327150857
1 3.5 165.670429763 219.342942579
2 3.5 109.201709948 88.2337850219
3 3.5 46.2023107682 218.882501998
4 3.5 164.792542686 162.804847928
5 4.2 46.3770624477 98.0173357885
1 4.2 165.055943139 219.007672257
2 4.2 109.269523611 87.537077546
3 4.2 46.8539420445 218.626813359
4 4.2 164.410304738 162.218423038
5 4.9 46.5229887763 98.7019564912
1 4.9 164.441456516 218.672401934
2 4.9 109.337337275 86.8403700701
3 4.9 47.5055733207 218.371124721
4 4.9 164.02806679 161.631998148
5 5.6 46.6689151048 99.386577194
1 5.6 163.826969892 218.337131612
2 5.6 109.405150939 86.1436625942
3 5.6 48.157204597 218.115436083
4 5.6 163.645828843 161.045573258
5 6.3 46.8148414334 100.071197897
1 6.3 163.212483268 218.001861289
2 6.3 109.472964603 85.4469551183
3 6.3 48.8088358733 217.859747444
4 6.3 163.263590895 160.459148368
5 7.0 46.9607677619 100.755818599
1 7.0 162.597996644 217.666590966
2 7.0 109.540778267 84.7502476423
3 7.0 49.4604671496 217.604058806
4 7.0 162.881352947 159.872723479
5 7.7 47.1066940904 101.440439302
1 7.7 161.983510021 217.331320644
2 7.7 109.608591931 84.0535401664
3 7.7 50.1120984258 217.348370168
4 7.7 162.499115 159.286298589
5 8.4 47.252620419 102.125060005
1 8.4 161.369023397 216.996050321
2 8.4 109.676405595 83.3568326905
3 8.4 50.7637297021 217.092681529
4 8.4 162.116877052 158.699873699
5 9.1 47.3985467475 102.809680708
1 9.1 160.754536773 216.660779998
2 9.1 109.744219258 82.6601252146
3 9.1 51.4153609784 216.836992891
4 9.1 161.734639104 158.113448809
5 9.8 47.5444730761 103.49430141
1 9.8 160.140050149 216.325509676
2 9.8 109.812032922 81.9634177387
3 9.8 52.0669922547 216.581304252
4 9.8 161.352401157 157.527023919
5 10.5 47.6903994046 104.178922113
1 10.5 159.525563526 215.990239353
2 10.5 109.879846586 81.2667102628
3 10.5 52.7186235309 216.325615614
4 10.5 160.970163209 156.94059903
5 11.2 47.8363257331 104.863542816
1 11.2 158.911076902 215.654969031
2 11.2 109.94766025 80.5700027868
3 11.2 53.3702548072 216.069926976
4 11.2 160.587925261 156.35417414
5 11.9 47.9822520617 105.548163519
1 11.9 158.296590278 215.319698708
2 11.9 110.015473914 79.8732953109
3 11.9 54.0218860835 215.814238337
4 11.9 160.205687314 155.76774925
5 12.6 48.1281783902 106.232784222
1 12.6 157.682103654 214.984428385
2 12.6 110.083287578 79.176587835
3 12.6 54.6735173598 215.558549699
4 12.6 159.823449366 155.18132436
5 13.3 48.2741047188 106.917404924
1 13.3 157.067617031 214.649158063
2 13.3 110.083287578 79.176587835
3 13.3 55.325148636 215.302861061
4 13.3 159.441211418 154.59489947
5 14.0 48.4200310473 107.602025627
1 14.0 156.453130407 214.31388774
2 14.0 109.457680982 78.8625553729
3 14.0 55.9767799123 215.047172422
4 14.0 159.058973471 154.008474581
5 14.7 48.5659573758 108.28664633
1 14.7 155.838643783 213.978617418
2 14.7 108.832074386 78.5485229108
3 14.7 56.6284111886 214.791483784
4 14.7 158.676735523 153.422049691
5 15.4 48.7118837044 108.971267033
1 15.4 155.224157159 213.643347095
2 15.4 108.20646779 78.2344904487
3 15.4 57.2800424649 214.535795146
4 15.4 158.294497575 152.835624801
5 16.1 48.8578100329 109.655887735
1 16.1 154.609670536 213.308076772
2 16.1 107.580861194 77.9204579866
3 16.1 57.9316737412 214.280106507
4 16.1 157.912259628 152.249199911
5 16.8 49.0037363615 110.340508438
1 16.8 153.995183912 212.97280645
2 16.8 106.955254598 77.6064255245
3 16.8 58.5833050174 214.024417869
4 16.8 157.53002168 151.662775022
5 17.5 49.14966269 111.025129141
1 17.5 153.380697288 212.637536127
2 17.5 106.329648003 77.2923930624
3 17.5 59.2349362937 213.768729231
4 17.5 157.147783732 151.076350132
